"","X","RT","SERIALNO","SPORDER","PUMA","ST","ADJINC","AGEP","CIT","CITWP","COW","DDRS","DEAR","DEYE","DOUT","DPHY","DRAT","DRATX","DREM","ENG","FER","GCL","GCM","GCR","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWMNP","JWRIP","JWTR","LANP","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","MLPA","MLPB","MLPCD","MLPE","MLPFG","MLPH","MLPI","MLPJ","MLPK","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RELP","RETP","SCH","SCHG","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKL","WKW","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DIS","DRIVESP","ESP","ESR","FHICOVP","FOD1P","FOD2P","HICOV","HISP","INDP","JWAP","JWDP","MIGPUMA","MIGSP","MSP","NAICSP","NATIVITY","NOP","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","SFN","SFR","SOCP","VPS","WAOB","FAGEP","FANCP","FCITP","FCITWP","FCOWP","FDDRSP","FDEARP","FDEYEP","FDISP","FDOUTP","FDPHYP","FDRATP","FDRATXP","FDREMP","FENGP","FESRP","FFERP","FFODP","FGCLP","FGCMP","FGCRP","FHINS1P","FHINS2P","FHINS3C","FHINS3P","FHINS4C","FHINS4P","FHINS5C","FHINS5P","FHINS6P","FHINS7P","FHISP","FINDP","FINTP","FJWDP","FJWMNP","FJWRIP","FJWTRP","FLANP","FLANXP","FMARHDP","FMARHMP","FMARHTP","FMARHWP","FMARHYP","FMARP","FMIGP","FMIGSP","FMILPP","FMILSP","FOCCP","FOIP","FPAP","FPERNP","FPINCP","FPOBP","FPOWSP","FPRIVCOVP","FPUBCOVP","FRACP","FRELP","FRETP","FSCHGP","FSCHLP","FSCHP","FSEMP","FSEXP","FSSIP","FSSP","FWAGP","FWKHP","FWKLP","FWKWP","FWRKP","FYOEP","stdworker"
"6132",27694,"P",383919,1,1200,"Georgia/GA",1007588,33,"Born in the U.S.",NA,"Local government employee","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"Yes","No","No","No","No","No","No",0,15,"In 2-person carpool","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",2004,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Professional degree",0,"Female","None","None",42000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Not reported","Not reported","Not reported",NA,"Without a disability","0.500 vehicles (In a 2-person carpool)",NA,"Civilian employed, at work","No","GENERAL EDUCATION",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","EDU-ELEMENTARY AND SECONDARY SCHOOLS","7:15 a.m. to 7:19 a.m.","7:00 a.m. to 7:04 a.m.",NA,NA,"Now married, spouse present","EDU-ELEMENTARY AND SECONDARY SCHOOLS","Native",NA,"No (includes GQ)","EDU-SPECIAL EDUCATION TEACHERS","Females with own children under 6 years and 6 to 17 years",42000,42000,"Georgia/GA","290","01200","Georgia/GA","With private health insurance coverage","Without public health coverage","October through December","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","No","No",NA,NA,"EDU-SPECIAL EDUCATION TEACHERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"4159",18454,"P",1244909,2,815,"Colorado/CO",1007588,32,"Not a citizen of the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"Yes","No","No","No","No","No","No",0,15,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",2014,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"Bachelor's degree",0,"Female","None","None",68000,55,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",2012,"Multiple","English","Irish Scotch","2000 or later","Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","BUSINESS MANAGEMENT AND ADMINISTRATION","HUMAN RESOURCES AND PERSONNEL MANAGEMENT","With health insurance coverage","Not Spanish/Hispanic/Latino","PRF-COMPUTER SYSTEMS DESIGN AND RELATED SERVICES","7:15 a.m. to 7:19 a.m.","7:00 a.m. to 7:04 a.m.",NA,NA,"Now married, spouse present","PRF-COMPUTER SYSTEMS DESIGN AND RELATED SERVICES","Foreign born",NA,"No (includes GQ)","OFF-CUSTOMER SERVICE REPRESENTATIVES","Females with no own children",68000,68000,"Canada","501 percent or more","00190","Colorado/CO","With private health insurance coverage","Without public health coverage","April through June","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","No","No",NA,NA,"OFF-CUSTOMER SERVICE REPRESENTATIVES",NA,"Northern America (POB = 300-302,304-309)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"10930",49400,"P",277872,2,1304,"Minnesota/MN",1007588,49,"Born in the U.S.",NA,"Private not-for-profit employee","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"Yes","No","No","No","No","No","No",0,25,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",1990,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"Doctorate degree",2000,"Female","None","None",62000,65,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Norwegian","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","BIOLOGY",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","EDU-COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS,INCLUDING JUNIOR COLLEGES","8:25 a.m. to 8:29 a.m.","8:00 a.m. to 8:04 a.m.",NA,NA,"Now married, spouse present","EDU-COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS, INCLUDING JUNIOR COLLEGES","Native",NA,"No (includes GQ)","EDU-POSTSECONDARY TEACHERS","Females with own children 6 to 17 years only",64000,64000,"Minnesota/MN","501 percent or more","01300","Minnesota/MN","With private health insurance coverage","Without public health coverage","October through December","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","Yes","No",NA,NA,"EDU-POSTSECONDARY TEACHERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"11430",51665,"P",1489975,2,1400,"Mississippi/MS",1007588,40,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,20,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",2007,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"no high school diploma",0,"Male","None","None",20000,43,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Not reported","Not reported","Not reported",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","RET-GROCERY STORES","8:20 a.m. to 8:24 a.m.","8:00 a.m. to 8:04 a.m.",NA,NA,"Now married, spouse present","RET-GROCERY STORES","Native",NA,"No (includes GQ)","PRD-BUTCHERS AND OTHER MEAT, POULTRY, AND FISH PROCESSING WORKERS",NA,20000,20000,"Alabama/AL","132","01300","Mississippi/MS","With private health insurance coverage","Without public health coverage","October through December","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"PRD-BUTCHERS AND OTHER MEAT, POULTRY, AND FISH PROCESSING WORKERS",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"2365",10621,"P",732962,1,7312,"California/CA",1007588,31,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,5,NA,"Walked",NA,"No, speaks only English","Married","No","No","One time","No",2010,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Bachelor's degree",0,"Male","None","None",60000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Single","Mexican","Not reported",NA,"Without a disability",NA,NA,"Civilian employed, at work","Yes","MANAGEMENT INFORMATION SYSTEMS AND STATISTICS",NA,"With health insurance coverage","Mexican","PRF-COMPUTER SYSTEMS DESIGN AND RELATED SERVICES","9:05 a.m. to 9:09 a.m.","9:00 a.m. to 9:04 a.m.",NA,NA,"Now married, spouse present","PRF-COMPUTER SYSTEMS DESIGN AND RELATED SERVICES","Native",NA,"No (includes GQ)","OFF-CUSTOMER SERVICE REPRESENTATIVES",NA,60000,60000,"California/CA","417","07300","California/CA","With private health insurance coverage","Without public health coverage","April through June","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","No","No",NA,NA,"OFF-CUSTOMER SERVICE REPRESENTATIVES",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No",NA,"Yes",NA,"No",NA,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"2992",13431,"P",1078460,3,7301,"California/CA",1007588,24,"Born in the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No",0,15,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Never married or under 15 years old",NA,NA,NA,NA,NA,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Biological son or daughter","None","No, has not attended in the last 3 months",NA,"Bachelor's degree",0,"Male","None","None",40000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",NA,"Multiple","English","Irish Scotch",NA,"Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","BIOLOGY",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","PRF-SCIENTIFIC RESEARCH AND DEVELOPMENT SERVICES","7:15 a.m. to 7:19 a.m.","7:00 a.m. to 7:04 a.m.",NA,NA,"Never married","PRF-SCIENTIFIC RESEARCH AND DEVELOPMENT SERVICES","Native",NA,"No (includes GQ)","SCI-PHYSICAL SCIENTISTS, ALL OTHER",NA,40000,40000,"California/CA","501 percent or more","07300","California/CA","With private health insurance coverage","Without public health coverage","January through March","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)","Yes","No",NA,NA,"SCI-PHYSICAL SCIENTISTS, ALL OTHER",NA,"US state (POB = 001-059)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"7867",35427,"P",388507,1,2307,"Indiana/IN",1007588,47,"Not a citizen of the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No","Not at all",NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,10,"In 2-person carpool","Car, truck, or van","Chin languages","Yes, speaks another language","Married","No","No","One time","No",1997,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",0,"Male","None","None",40000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",2007,"Single","Burmese","Not reported","2000 or later","Without a disability","0.500 vehicles (In a 2-person carpool)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","RET-AUTOMOBILE DEALERS","4:10 p.m. to 4:14 p.m.","4:00 p.m. to 4:09 p.m.",NA,NA,"Now married, spouse present","RET-AUTOMOBILE DEALERS","Foreign born",NA,"No (includes GQ)","RPR-AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS",NA,40000,40000,"Myanmar","165","02300","Indiana/IN","With private health insurance coverage","Without public health coverage","July through September","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,NA,NA,"RPR-AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS",NA,"Asia (POB = 158-159,161,200-299)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",TRUE
"12837",57951,"P",1172136,2,301,"New Jersey/NJ",1007588,39,"U.S. citizen by naturalization",2012,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No","Very well",NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,60,NA,"Bus or trolley bus","Spanish","Yes, speaks another language","Married","No","No","One time","No",2011,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Other relative","None","No, has not attended in the last 3 months",NA,"Regular high school diploma",0,"Male","None","None",35000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",2011,"Single","Dominican","Not reported","2000 or later","Without a disability",NA,NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Dominican","RET-SHOE STORES","9:00 a.m. to 9:04 a.m.","8:00 a.m. to 8:04 a.m.",NA,NA,"Now married, spouse present","RET-SHOE STORES","Foreign born",NA,"No (includes GQ)","SAL-RETAIL SALESPERSONS",NA,35000,35000,"Dominican Republic","501 percent or more","04000","New York/NY","With private health insurance coverage","Without public health coverage","January through March","White alone","White alone","White alone","No","No","No","No",1,"No","No","Yes","No (includes GQ)",NA,NA,"In subfamily 1","Husband/wife with children","SAL-RETAIL SALESPERSONS",NA,"Latin America (POB = 303,310-399)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",TRUE
"18488",83966,"P",210202,2,1906,"Texas/TX",1007588,40,"Not a citizen of the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,"Yes","No","No","No","No","No","No",0,60,"Drove alone","Car, truck, or van",NA,"No, speaks only English","Married","No","No","One time","No",2006,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Husband/wife","None","No, has not attended in the last 3 months",NA,"Master's degree",0,"Female","None","None",60000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",2008,"Single","Asian Indian","Not reported","2000 or later","Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No","COMPUTER AND INFORMATION SYSTEMS",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","FIN-NONDEPOSITORY CREDIT AND RELATED ACTIVITIES","9:00 a.m. to 9:04 a.m.","8:00 a.m. to 8:04 a.m.",NA,NA,"Now married, spouse present","FIN-NONDEPOSITORY CREDIT AND RELATED ACTIVITIES","Foreign born",NA,"No (includes GQ)","CMM-COMPUTER OCCUPATIONS, ALL OTHER","Females with own children under 6 years only",60000,60000,"India","311","02300","Texas/TX","With private health insurance coverage","Without public health coverage","July through September","Asian alone","Asian Indian alone","Asian Indian alone","No","Yes","No","No",1,"No","No","No","No (includes GQ)","Yes","No",NA,NA,"CMM-COMPUTER OCCUPATIONS, ALL OTHER",NA,"Asia (POB = 158-159,161,200-299)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"2100",9351,"P",572442,1,8504,"California/CA",1007588,47,"U.S. citizen by naturalization",1999,"Self employed incorporated","No","No","No","No","No",NA,NA,"No","Not well",NA,"No",NA,NA,"Yes","No","No","No","No","No","No",0,20,"Drove alone","Car, truck, or van","Vietnamese","Yes, speaks another language","Married","No","No","One time","No",1999,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"some college credit, no degree",0,"Male","None","None",48000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",1991,"Single","Vietnamese","Not reported","1990 - 1999","Without a disability","1.000 vehicles (Drove alone)",NA,"Civilian employed, at work","No",NA,NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","MFG-MISCELLANEOUS NONMETALLIC MINERAL PRODUCTS","8:00 a.m. to 8:04 a.m.","7:40 a.m. to 7:44 a.m.",NA,NA,"Now married, spouse present","MFG-MISCELLANEOUS NONMETALLIC MINERAL PRODUCTS","Foreign born",NA,"No (includes GQ)","PRD-COMPUTER CONTROL PROGRAMMERS AND OPERATORS",NA,48000,48000,"Vietnam","404","00100","California/CA","With private health insurance coverage","Without public health coverage","October through December","Asian alone","Vietnamese alone","Vietnamese alone","No","Yes","No","No",1,"No","No","No","No (includes GQ)",NA,NA,NA,NA,"PRD-COMPUTER CONTROL PROGRAMMERS AND OPERATORS",NA,"Asia (POB = 158-159,161,200-299)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
"21365",96167,"P",648531,1,11610,"Washington/WA",1007588,38,"Not a citizen of the U.S.",NA,"Employee of a private for profit","No","No","No","No","No",NA,NA,"No","Very well",NA,"No",NA,NA,"Yes","No","No","No","No","No","No",50,45,"In 2-person carpool","Car, truck, or van","Hindi","Yes, speaks another language","Married","No","No","One time","No",2005,"Yes, same house (nonmovers)","Never served in the military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not report","Did not report","Did not report","Did not report","Did not report","None","None","Reference person","None","No, has not attended in the last 3 months",NA,"Master's degree",0,"Male","None","None",121000,40,"Within the past 12 months","50 to 52 weeks worked during past 12 months","Worked",2008,"Single","Asian Indian","Not reported","2000 or later","Without a disability","0.500 vehicles (In a 2-person carpool)",NA,"Civilian employed, at work","No","MECHANICAL ENGINEERING",NA,"With health insurance coverage","Not Spanish/Hispanic/Latino","PRF-COMPUTER SYSTEMS DESIGN AND RELATED SERVICES","9:00 a.m. to 9:04 a.m.","8:15 a.m. to 8:19 a.m.",NA,NA,"Now married, spouse present","PRF-COMPUTER SYSTEMS DESIGN AND RELATED SERVICES","Foreign born",NA,"No (includes GQ)","MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE MANAGERS AND POSTMASTERS AND MAIL SUPERINTENDENTS",NA,121000,121050,"India","500","11600","Washington/WA","With private health insurance coverage","Without public health coverage","October through December","Asian alone","Asian Indian alone","Asian Indian alone","No","Yes","No","No",1,"No","No","No","No (includes GQ)","Yes","No",NA,NA,"MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE MANAGERS AND POSTMASTERS AND MAIL SUPERINTENDENTS *",NA,"Asia (POB = 158-159,161,200-299)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"No",NA,"No",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",TRUE
